p_id,p_id2,value
4fqm,4uo2,2.74
4fqr,4uo2,0.49
4fqv,4uo2,1.59
4fqy,4uo2,0.5
4gms,4uo2,0.54
4gxu,4uo2,1.62
4gxx,4uo2,1.77
4h32,4uo2,1.83
4hf5,4uo2,2.12
4hfu,4uo2,2.2
4hg4,4uo2,2.09
4hlz,4uo2,2.05
4hmg,4uo2,0.45
4i78,4uo2,2.02
4jtv,4uo2,1.73
4jtx,4uo2,1.74
4ju0,4uo2,1.74
4jug,4uo2,1.63
4juh,4uo2,1.6
4juj,4uo2,1.65
4juk,4uo2,1.55
4jul,4uo2,1.58
4jum,4uo2,1.55
4jun,4uo2,1.57
4k62,4uo2,1.57
4k63,4uo2,1.57
4k64,4uo2,1.54
4k65,4uo2,1.57
4k66,4uo2,1.58
4k67,4uo2,1.57
4kdm,4uo2,1.66
4kdn,4uo2,1.69
4kdo,4uo2,1.67
4kdq,4uo2,1.56
4kon,4uo2,1.55
4kpq,4uo2,1.74
4kps,4uo2,1.73
4kth,4uo2,1.7
4kvn,4uo2,0.84
4kw1,4uo2,1.71
4kwm,4uo2,1.69
4lcx,4uo2,1.66
4lkg,4uo2,1.6
4lkh,4uo2,1.6
4lki,4uo2,1.54
4lkj,4uo2,1.53
4lkk,4uo2,1.53
4ln3,4uo2,1.56
4ln4,4uo2,1.55
4ln6,4uo2,1.58
4ln8,4uo2,1.59
4lvh,4uo2,1.98
4lxv,4uo2,1.78
4m40,4uo2,2.67
4m44,4uo2,2.68
4m4y,4uo2,1.77
4m5z,4uo2,0.62
4mc5,4uo2,2.05
4mhi,4uo2,1.57
4mhj,4uo2,1.57
4n5j,4uo2,1.71
4n5k,4uo2,1.71
4n5y,4uo2,1.62
4n5z,4uo2,1.62
4n60,4uo2,1.73
4n61,4uo2,1.69
4n62,4uo2,1.68
4n63,4uo2,1.67
4n64,4uo2,1.7
4nm8,4uo2,0.51
4nrj,4uo2,2.71
4nrk,4uo2,2.72
4nrl,4uo2,2.72
4o58,4uo2,0.53
4o5i,4uo2,0.69
4o5n,4uo2,0.7
4py8,4uo2,1.75
4qy0,4uo2,1.66
4qy1,4uo2,1.61
4qy2,4uo2,1.65
4unx,4uo2,0.52
4uny,4uo2,0.39
4unz,4uo2,0.37
4uo0,4uo2,0.23
4uo1,4uo2,0.24
1eo8,4uo3,0.43
1ha0,4uo3,0.52
1hgd,4uo3,0.37
1hge,4uo3,0.37
1hgf,4uo3,0.38
1hgg,4uo3,0.39
1hgh,4uo3,0.38
1hgi,4uo3,0.38
1hgj,4uo3,0.39
1jsd,4uo3,1.62
1jsh,4uo3,1.64
1jsi,4uo3,1.64
1jsm,4uo3,1.5
1jsn,4uo3,1.54
1jso,4uo3,1.51
1ken,4uo3,0.54
1mql,4uo3,0.46
1mqm,4uo3,0.45
1mqn,4uo3,0.45
1qfu,4uo3,0.44
1rd8,4uo3,1.83
1ru7,4uo3,1.6
1rvt,4uo3,1.67
1rvx,4uo3,1.61
1rvz,4uo3,1.59
1ti8,4uo3,1.71
2fk0,4uo3,1.73
2hmg,4uo3,0.39
2ibx,4uo3,1.51
2rft,4uo3,2.69
2rfu,4uo3,2.68
2viu,4uo3,0.38
2wr0,4uo3,1.75
2wr1,4uo3,1.77
2wr2,4uo3,1.77
2wr3,4uo3,2.25
2wr4,4uo3,2.25
2wr5,4uo3,2.3
2wr7,4uo3,2.2
2wrb,4uo3,1.76
2wrc,4uo3,1.75
2wrd,4uo3,1.74
2wre,4uo3,2.18
2wrf,4uo3,1.8
2wrg,4uo3,1.8
2wrh,4uo3,1.78
2yp2,4uo3,0.64
2yp3,4uo3,0.58
2yp4,4uo3,0.56
2yp5,4uo3,0.59
2yp7,4uo3,0.65
2yp8,4uo3,0.63
2yp9,4uo3,0.63
2ypg,4uo3,0.38
3al4,4uo3,1.72
3bt6,4uo3,2.68
3eyj,4uo3,0.78
3eyk,4uo3,0.77
3eym,4uo3,0.46
3fku,4uo3,1.54
3gbm,4uo3,1.54
3gbn,4uo3,1.71
3hmg,4uo3,0.42
3hto,4uo3,1.69
3htp,4uo3,1.71
3htq,4uo3,1.71
3htt,4uo3,1.7
3ku3,4uo3,2.14
3ku5,4uo3,2.15
3ku6,4uo3,2.15
3lzf,4uo3,1.65
3lzg,4uo3,1.93
3m5g,4uo3,1.73
3m5h,4uo3,1.69
3m5i,4uo3,1.74
3m5j,4uo3,1.73
3m6s,4uo3,1.76
3mlh,4uo3,2.02
3qqb,4uo3,2.14
3qqe,4uo3,2.14
3qqi,4uo3,2.17
3qqo,4uo3,2.44
3r2x,4uo3,1.69
3s11,4uo3,1.55
3s12,4uo3,0.73
3s13,4uo3,1.53
3sdy,4uo3,0.5
3sm5,4uo3,1.8
3ube,4uo3,1.87
3ubj,4uo3,1.83
3ubn,4uo3,1.87
3ubq,4uo3,1.72
3uyw,4uo3,1.77
3uyx,4uo3,1.88
3vun,4uo3,0.47
3znk,4uo3,1.54
3znl,4uo3,1.53
3znm,4uo3,1.53
3zp0,4uo3,1.52
3zp1,4uo3,1.52
3zp2,4uo3,1.55
3zp3,4uo3,1.53
3zp6,4uo3,1.53
3zpb,4uo3,1.53
3ztj,4uo3,0.47
4bgw,4uo3,1.51
4bgx,4uo3,1.53
4bgy,4uo3,1.52
4bgz,4uo3,1.52
4bh0,4uo3,1.51
4bh1,4uo3,1.54
4bh2,4uo3,1.7
4bh3,4uo3,1.7
4bh4,4uo3,1.7
4bsa,4uo3,1.48
4bsb,4uo3,1.53
4bsc,4uo3,1.52
4bsd,4uo3,1.5
4bse,4uo3,1.52
4bsf,4uo3,1.5
4bsg,4uo3,1.47
4bsh,4uo3,1.48
4bsi,4uo3,1.54
4cqp,4uo3,1.54
4cqq,4uo3,1.55
4cqr,4uo3,1.54
4cqs,4uo3,1.54
4cqt,4uo3,1.55
4cqu,4uo3,1.53
4cqv,4uo3,1.52
4cqw,4uo3,1.52
4cqx,4uo3,1.52
4cqy,4uo3,1.53
4cqz,4uo3,1.52
4cr0,4uo3,1.56
4cyv,4uo3,1.59
4cyw,4uo3,1.6
4cyz,4uo3,1.59
4cz0,4uo3,1.61
4d00,4uo3,1.59
4dj6,4uo3,1.51
4dj7,4uo3,1.54
4dj8,4uo3,1.5
4eda,4uo3,1.81
4edb,4uo3,1.81
4eef,4uo3,1.72
4f15,4uo3,1.93
4f23,4uo3,1.8
4f3z,4uo3,0.65
4fiu,4uo3,1.79
4fnk,4uo3,0.36
4fp8,4uo3,0.42
4fqi,4uo3,1.53
4fqj,4uo3,2.67
4fqk,4uo3,2.72
4fqm,4uo3,2.72
4fqr,4uo3,0.37
4fqv,4uo3,1.62
4fqy,4uo3,0.36
4gms,4uo3,0.42
4gxu,4uo3,1.63
4gxx,4uo3,1.72
4h32,4uo3,1.86
4hf5,4uo3,2.15
4hfu,4uo3,2.22
4hg4,4uo3,2.13
4hlz,4uo3,2.08
4hmg,4uo3,0.41
4i78,4uo3,2.07
4jtv,4uo3,1.7
4jtx,4uo3,1.71
4ju0,4uo3,1.73
4jug,4uo3,1.64
4juh,4uo3,1.6
4juj,4uo3,1.62
4juk,4uo3,1.52
4jul,4uo3,1.57
4jum,4uo3,1.55
4jun,4uo3,1.56
4k62,4uo3,1.55
4k63,4uo3,1.57
4k64,4uo3,1.54
4k65,4uo3,1.54
4k66,4uo3,1.56
4k67,4uo3,1.55
4kdm,4uo3,1.68
4kdn,4uo3,1.71
4kdo,4uo3,1.69
4kdq,4uo3,1.55
4kon,4uo3,1.52
4kpq,4uo3,1.73
4kps,4uo3,1.73
4kth,4uo3,1.71
4kvn,4uo3,0.68
4kw1,4uo3,1.72
4kwm,4uo3,1.67
4lcx,4uo3,1.61
4lkg,4uo3,1.56
4lkh,4uo3,1.57
4lki,4uo3,1.52
4lkj,4uo3,1.52
4lkk,4uo3,1.51
4ln3,4uo3,1.53
4ln4,4uo3,1.52
4ln6,4uo3,1.55
4ln8,4uo3,1.57
4lvh,4uo3,1.95
4lxv,4uo3,1.75
4m40,4uo3,2.67
4m44,4uo3,2.67
4m4y,4uo3,1.73
4m5z,4uo3,0.6
4mc5,4uo3,2.02
4mhi,4uo3,1.55
4mhj,4uo3,1.55
4n5j,4uo3,1.73
4n5k,4uo3,1.74
4n5y,4uo3,1.63
4n5z,4uo3,1.63
4n60,4uo3,1.75
4n61,4uo3,1.72
4n62,4uo3,1.71
4n63,4uo3,1.69
4n64,4uo3,1.73
4nm8,4uo3,0.38
4nrj,4uo3,2.7
4nrk,4uo3,2.71
4nrl,4uo3,2.7
4o58,4uo3,0.47
4o5i,4uo3,0.56
4o5n,4uo3,0.56
4py8,4uo3,1.71
4qy0,4uo3,1.63
4qy1,4uo3,1.59
4qy2,4uo3,1.63
4unx,4uo3,0.47
4uny,4uo3,0.33
4unz,4uo3,0.36
4uo0,4uo3,0.36
4uo1,4uo3,0.43
4uo2,4uo3,0.41
1eo8,4uo4,0.51
1ha0,4uo4,0.59
1hgd,4uo4,0.48
1hge,4uo4,0.48
1hgf,4uo4,0.48
1hgg,4uo4,0.49
1hgh,4uo4,0.49
1hgi,4uo4,0.48
1hgj,4uo4,0.48
1jsd,4uo4,1.64
1jsh,4uo4,1.65
1jsi,4uo4,1.66
1jsm,4uo4,1.55
1jsn,4uo4,1.59
1jso,4uo4,1.55
1ken,4uo4,0.61
1mql,4uo4,0.54
1mqm,4uo4,0.53
1mqn,4uo4,0.54
1qfu,4uo4,0.5
1rd8,4uo4,1.93
1ru7,4uo4,1.66
1rvt,4uo4,1.74
1rvx,4uo4,1.67
1rvz,4uo4,1.66
1ti8,4uo4,1.7
2fk0,4uo4,1.81
2hmg,4uo4,0.47
2ibx,4uo4,1.57
2rft,4uo4,2.72
2rfu,4uo4,2.71
2viu,4uo4,0.52
2wr0,4uo4,1.83
2wr1,4uo4,1.82
2wr2,4uo4,1.82
2wr3,4uo4,2.25
2wr4,4uo4,2.26
2wr5,4uo4,2.33
2wr7,4uo4,2.24
2wrb,4uo4,1.82
2wrc,4uo4,1.82
2wrd,4uo4,1.8
2wre,4uo4,2.25
2wrf,4uo4,1.87
2wrg,4uo4,1.89
2wrh,4uo4,1.88
2yp2,4uo4,0.61
2yp3,4uo4,0.59
2yp4,4uo4,0.58
2yp5,4uo4,0.58
2yp7,4uo4,0.62
2yp8,4uo4,0.61
2yp9,4uo4,0.62
2ypg,4uo4,0.45
3al4,4uo4,1.8
3bt6,4uo4,2.72
3eyj,4uo4,0.73
3eyk,4uo4,0.75
3eym,4uo4,0.49
3fku,4uo4,1.59
3gbm,4uo4,1.59
3gbn,4uo4,1.77
3hmg,4uo4,0.5
3hto,4uo4,1.78
3htp,4uo4,1.81
3htq,4uo4,1.79
3htt,4uo4,1.8
3ku3,4uo4,2.2
3ku5,4uo4,2.21
3ku6,4uo4,2.2
3lzf,4uo4,1.71
3lzg,4uo4,1.9
3m5g,4uo4,1.7
3m5h,4uo4,1.67
3m5i,4uo4,1.71
3m5j,4uo4,1.71
3m6s,4uo4,1.86
3mlh,4uo4,2.08
3qqb,4uo4,2.2
3qqe,4uo4,2.19
3qqi,4uo4,2.23
3qqo,4uo4,2.53
3r2x,4uo4,1.75
3s11,4uo4,1.61
3s12,4uo4,1.11
3s13,4uo4,1.6
3sdy,4uo4,0.52
3sm5,4uo4,1.89
3ube,4uo4,1.83
3ubj,4uo4,1.8
3ubn,4uo4,1.84
3ubq,4uo4,1.79
3uyw,4uo4,1.86
3uyx,4uo4,1.96
3vun,4uo4,0.5
3znk,4uo4,1.59
3znl,4uo4,1.58
3znm,4uo4,1.58
3zp0,4uo4,1.57
3zp1,4uo4,1.57
3zp2,4uo4,1.59
3zp3,4uo4,1.58
3zp6,4uo4,1.57
3zpb,4uo4,1.58
3ztj,4uo4,0.51
4bgw,4uo4,1.57
4bgx,4uo4,1.58
4bgy,4uo4,1.58
4bgz,4uo4,1.57
4bh0,4uo4,1.56
4bh1,4uo4,1.6
4bh2,4uo4,1.79
4bh3,4uo4,1.8
4bh4,4uo4,1.79
4bsa,4uo4,1.52
4bsb,4uo4,1.57
4bsc,4uo4,1.56
4bsd,4uo4,1.53
4bse,4uo4,1.55
4bsf,4uo4,1.53
4bsg,4uo4,1.49
4bsh,4uo4,1.51
4bsi,4uo4,1.57
4cqp,4uo4,1.58
4cqq,4uo4,1.6
4cqr,4uo4,1.58
4cqs,4uo4,1.58
4cqt,4uo4,1.6
4cqu,4uo4,1.58
4cqv,4uo4,1.57
4cqw,4uo4,1.58
4cqx,4uo4,1.58
4cqy,4uo4,1.59
4cqz,4uo4,1.57
4cr0,4uo4,1.6
4cyv,4uo4,1.6
4cyw,4uo4,1.64
4cyz,4uo4,1.62
4cz0,4uo4,1.65
4d00,4uo4,1.62
4dj6,4uo4,1.54
4dj7,4uo4,1.59
4dj8,4uo4,1.53
4eda,4uo4,1.89
4edb,4uo4,1.89
4eef,4uo4,1.77
4f15,4uo4,2.04
4f23,4uo4,1.85
4f3z,4uo4,0.71
4fiu,4uo4,1.85
4fnk,4uo4,0.46
4fp8,4uo4,0.47
4fqi,4uo4,1.59
4fqj,4uo4,2.72
4fqk,4uo4,2.77
4fqm,4uo4,2.77
4fqr,4uo4,0.47
4fqv,4uo4,1.6
4fqy,4uo4,0.46
4gms,4uo4,0.52
4gxu,4uo4,1.72
4gxx,4uo4,1.78
4h32,4uo4,1.97
4hf5,4uo4,2.23
4hfu,4uo4,2.16
4hg4,4uo4,2.16
4hlz,4uo4,2.14
4hmg,4uo4,0.5
4i78,4uo4,2.15
4jtv,4uo4,1.79
4jtx,4uo4,1.79
4ju0,4uo4,1.82
4jug,4uo4,1.73
4juh,4uo4,1.68
4juj,4uo4,1.69
4juk,4uo4,1.56
4jul,4uo4,1.62
4jum,4uo4,1.6
4jun,4uo4,1.62
4k62,4uo4,1.6
4k63,4uo4,1.61
4k64,4uo4,1.6
4k65,4uo4,1.58
4k66,4uo4,1.61
4k67,4uo4,1.6
4kdm,4uo4,1.77
4kdn,4uo4,1.8
4kdo,4uo4,1.77
4kdq,4uo4,1.59
4kon,4uo4,1.55
4kpq,4uo4,1.79
4kps,4uo4,1.79
4kth,4uo4,1.71
4kvn,4uo4,0.68
4kw1,4uo4,1.79
4kwm,4uo4,1.73
4lcx,4uo4,1.64
4lkg,4uo4,1.59
4lkh,4uo4,1.6
4lki,4uo4,1.55
4lkj,4uo4,1.55
4lkk,4uo4,1.53
4ln3,4uo4,1.55
4ln4,4uo4,1.54
4ln6,4uo4,1.58
4ln8,4uo4,1.6
4lvh,4uo4,2.03
4lxv,4uo4,1.83
4m40,4uo4,2.71
4m44,4uo4,2.7
4m4y,4uo4,1.8
4m5z,4uo4,0.62
4mc5,4uo4,2.12
4mhi,4uo4,1.6
4mhj,4uo4,1.6
4n5j,4uo4,1.73
4n5k,4uo4,1.74
4n5y,4uo4,1.68
4n5z,4uo4,1.68
4n60,4uo4,1.75
4n61,4uo4,1.71
4n62,4uo4,1.7
4n63,4uo4,1.68
4n64,4uo4,1.72
4nm8,4uo4,0.47
4nrj,4uo4,2.74
4nrk,4uo4,2.75
4nrl,4uo4,2.74
4o58,4uo4,0.52
4o5i,4uo4,0.58
4o5n,4uo4,0.55
4py8,4uo4,1.77
4qy0,4uo4,1.65
4qy1,4uo4,1.62
4qy2,4uo4,1.64
4unx,4uo4,0.5
4uny,4uo4,0.42
4unz,4uo4,0.44
4uo0,4uo4,0.54
4uo1,4uo4,0.6
4uo2,4uo4,0.57
4uo3,4uo4,0.41
1eo8,4uo5,0.53
1ha0,4uo5,0.61
1hgd,4uo5,0.48
1hge,4uo5,0.48
1hgf,4uo5,0.48
1hgg,4uo5,0.49
1hgh,4uo5,0.49
1hgi,4uo5,0.49
1hgj,4uo5,0.5
1jsd,4uo5,1.65
1jsh,4uo5,1.66
1jsi,4uo5,1.67
1jsm,4uo5,1.56
1jsn,4uo5,1.58
1jso,4uo5,1.56
1ken,4uo5,0.59
1mql,4uo5,0.52
1mqm,4uo5,0.51
1mqn,4uo5,0.51
1qfu,4uo5,0.53
1rd8,4uo5,1.91
1ru7,4uo5,1.65
1rvt,4uo5,1.74
1rvx,4uo5,1.65
1rvz,4uo5,1.65
1ti8,4uo5,1.71
2fk0,4uo5,1.81
2hmg,4uo5,0.47
2ibx,4uo5,1.57
2rft,4uo5,2.74
2rfu,4uo5,2.72
2viu,4uo5,0.51
2wr0,4uo5,1.82
2wr1,4uo5,1.84
2wr2,4uo5,1.84
2wr3,4uo5,2.24
2wr4,4uo5,2.25
2wr5,4uo5,2.32
2wr7,4uo5,2.26
2wrb,4uo5,1.84
2wrc,4uo5,1.83
2wrd,4uo5,1.81
2wre,4uo5,2.24
2wrf,4uo5,1.87
2wrg,4uo5,1.86
2wrh,4uo5,1.84
2yp2,4uo5,0.69
2yp3,4uo5,0.62
2yp4,4uo5,0.62
2yp5,4uo5,0.64
2yp7,4uo5,0.71
2yp8,4uo5,0.69
2yp9,4uo5,0.69
2ypg,4uo5,0.51
3al4,4uo5,1.8
3bt6,4uo5,2.72
3eyj,4uo5,0.76
3eyk,4uo5,0.77
3eym,4uo5,0.55
3fku,4uo5,1.61
3gbm,4uo5,1.6
3gbn,4uo5,1.78
3hmg,4uo5,0.51
3hto,4uo5,1.76
3htp,4uo5,1.77
3htq,4uo5,1.78
3htt,4uo5,1.76
3ku3,4uo5,2.22
3ku5,4uo5,2.23
3ku6,4uo5,2.23
3lzf,4uo5,1.71
3lzg,4uo5,1.92
3m5g,4uo5,1.72
3m5h,4uo5,1.67
3m5i,4uo5,1.72
3m5j,4uo5,1.72
3m6s,4uo5,1.86
3mlh,4uo5,2.08
3qqb,4uo5,2.22
3qqe,4uo5,2.2
3qqi,4uo5,2.25
3qqo,4uo5,2.56
3r2x,4uo5,1.75
3s11,4uo5,1.6
3s12,4uo5,1.12
3s13,4uo5,1.58
3sdy,4uo5,0.6
3sm5,4uo5,1.89
3ube,4uo5,1.84
3ubj,4uo5,1.81
3ubn,4uo5,1.85
3ubq,4uo5,1.79
3uyw,4uo5,1.86
3uyx,4uo5,1.96
3vun,4uo5,0.54
3znk,4uo5,1.59
3znl,4uo5,1.58
3znm,4uo5,1.58
3zp0,4uo5,1.56
3zp1,4uo5,1.57
3zp2,4uo5,1.6
3zp3,4uo5,1.59
3zp6,4uo5,1.57
3zpb,4uo5,1.57
3ztj,4uo5,0.52
4bgw,4uo5,1.57
4bgx,4uo5,1.58
4bgy,4uo5,1.57
4bgz,4uo5,1.57
4bh0,4uo5,1.57
4bh1,4uo5,1.59
4bh2,4uo5,1.78
4bh3,4uo5,1.79
4bh4,4uo5,1.78
4bsa,4uo5,1.5
4bsb,4uo5,1.55
4bsc,4uo5,1.54
4bsd,4uo5,1.51
4bse,4uo5,1.54
4bsf,4uo5,1.51
4bsg,4uo5,1.49
4bsh,4uo5,1.5
4bsi,4uo5,1.56
4cqp,4uo5,1.59
4cqq,4uo5,1.59
4cqr,4uo5,1.58
4cqs,4uo5,1.59
4cqt,4uo5,1.59
4cqu,4uo5,1.59
4cqv,4uo5,1.58
4cqw,4uo5,1.56
4cqx,4uo5,1.57
4cqy,4uo5,1.57
4cqz,4uo5,1.57
4cr0,4uo5,1.62
4cyv,4uo5,1.61
4cyw,4uo5,1.62
4cyz,4uo5,1.61
4cz0,4uo5,1.63
4d00,4uo5,1.62
4dj6,4uo5,1.53
4dj7,4uo5,1.56
4dj8,4uo5,1.52
4eda,4uo5,1.89
4edb,4uo5,1.88
4eef,4uo5,1.79
4f15,4uo5,2.03
4f23,4uo5,1.85
4f3z,4uo5,0.67
4fiu,4uo5,1.84
4fnk,4uo5,0.49
4fp8,4uo5,0.52
4fqi,4uo5,1.59
4fqj,4uo5,2.71
4fqk,4uo5,2.76
4fqm,4uo5,2.76
4fqr,4uo5,0.49
4fqv,4uo5,1.6
4fqy,4uo5,0.49
4gms,4uo5,0.56
4gxu,4uo5,1.69
4gxx,4uo5,1.79
4h32,4uo5,1.95
4hf5,4uo5,2.24
4hfu,4uo5,2.14
4hg4,4uo5,2.18
4hlz,4uo5,2.16
4hmg,4uo5,0.49
4i78,4uo5,2.15
4jtv,4uo5,1.79
4jtx,4uo5,1.79
4ju0,4uo5,1.82
4jug,4uo5,1.69
4juh,4uo5,1.66
4juj,4uo5,1.68
4juk,4uo5,1.58
4jul,4uo5,1.62
4jum,4uo5,1.6
4jun,4uo5,1.61
4k62,4uo5,1.61
4k63,4uo5,1.61
4k64,4uo5,1.59
4k65,4uo5,1.6
4k66,4uo5,1.62
4k67,4uo5,1.61
4kdm,4uo5,1.76
4kdn,4uo5,1.79
4kdo,4uo5,1.77
4kdq,4uo5,1.6
4kon,4uo5,1.55
4kpq,4uo5,1.78
4kps,4uo5,1.78
4kth,4uo5,1.79
4kvn,4uo5,0.76
4kw1,4uo5,1.79
4kwm,4uo5,1.73
4lcx,4uo5,1.65
4lkg,4uo5,1.59
4lkh,4uo5,1.59
4lki,4uo5,1.54
4lkj,4uo5,1.53
4lkk,4uo5,1.52
4ln3,4uo5,1.55
4ln4,4uo5,1.54
4ln6,4uo5,1.57
4ln8,4uo5,1.59
4lvh,4uo5,2.03
4lxv,4uo5,1.84
4m40,4uo5,2.7
4m44,4uo5,2.7
4m4y,4uo5,1.81
4m5z,4uo5,0.59
4mc5,4uo5,2.12
4mhi,4uo5,1.6
4mhj,4uo5,1.6
4n5j,4uo5,1.72
4n5k,4uo5,1.73
4n5y,4uo5,1.67
4n5z,4uo5,1.67
4n60,4uo5,1.74
4n61,4uo5,1.7
4n62,4uo5,1.69
4n63,4uo5,1.68
4n64,4uo5,1.71
4nm8,4uo5,0.51
4nrj,4uo5,2.74
4nrk,4uo5,2.75
4nrl,4uo5,2.75
4o58,4uo5,0.58
4o5i,4uo5,0.65
4o5n,4uo5,0.65
4py8,4uo5,1.78
4qy0,4uo5,1.66
4qy1,4uo5,1.62
4qy2,4uo5,1.65
4unx,4uo5,0.48
4uny,4uo5,0.37
4unz,4uo5,0.38
4uo0,4uo5,0.43
4uo1,4uo5,0.47
4uo2,4uo5,0.44
4uo3,4uo5,0.39
4uo4,4uo5,0.34
1eo8,4uo6,0.55
1ha0,4uo6,0.63
1hgd,4uo6,0.51
1hge,4uo6,0.5
1hgf,4uo6,0.52
1hgg,4uo6,0.52
1hgh,4uo6,0.51
1hgi,4uo6,0.52
1hgj,4uo6,0.53
1jsd,4uo6,1.67
1jsh,4uo6,1.68
1jsi,4uo6,1.68
1jsm,4uo6,1.58
1jsn,4uo6,1.61
1jso,4uo6,1.58
1ken,4uo6,0.61
1mql,4uo6,0.54
1mqm,4uo6,0.53
1mqn,4uo6,0.53
1qfu,4uo6,0.54
1rd8,4uo6,1.92
1ru7,4uo6,1.65
1rvt,4uo6,1.74
1rvx,4uo6,1.66
1rvz,4uo6,1.65
1ti8,4uo6,1.72
2fk0,4uo6,1.83
2hmg,4uo6,0.51
2ibx,4uo6,1.6
2rft,4uo6,2.75
2rfu,4uo6,2.74
2viu,4uo6,0.52
2wr0,4uo6,1.83
2wr1,4uo6,1.85
2wr2,4uo6,1.85
2wr3,4uo6,2.27
2wr4,4uo6,2.28
2wr5,4uo6,2.36
2wr7,4uo6,2.28
2wrb,4uo6,1.85
2wrc,4uo6,1.84
2wrd,4uo6,1.82
2wre,4uo6,2.28
2wrf,4uo6,1.89
2wrg,4uo6,1.86
2wrh,4uo6,1.84
2yp2,4uo6,0.7
2yp3,4uo6,0.63
2yp4,4uo6,0.63
2yp5,4uo6,0.65
2yp7,4uo6,0.72
2yp8,4uo6,0.7
2yp9,4uo6,0.7
2ypg,4uo6,0.52
3al4,4uo6,1.8
3bt6,4uo6,2.74
3eyj,4uo6,0.74
3eyk,4uo6,0.74
3eym,4uo6,0.59
3fku,4uo6,1.63
3gbm,4uo6,1.63
3gbn,4uo6,1.78
3hmg,4uo6,0.54
3hto,4uo6,1.77
3htp,4uo6,1.77
3htq,4uo6,1.78
3htt,4uo6,1.76
3ku3,4uo6,2.24
3ku5,4uo6,2.28
3ku6,4uo6,2.25
3lzf,4uo6,1.71
3lzg,4uo6,1.93
3m5g,4uo6,1.73
3m5h,4uo6,1.69
3m5i,4uo6,1.73
3m5j,4uo6,1.73
3m6s,4uo6,1.86
3mlh,4uo6,2.08
3qqb,4uo6,2.24
3qqe,4uo6,2.23
3qqi,4uo6,2.31
3qqo,4uo6,2.57
3r2x,4uo6,1.75
3s11,4uo6,1.62
3s12,4uo6,1.13
3s13,4uo6,1.6
3sdy,4uo6,0.62
3sm5,4uo6,1.9
3ube,4uo6,1.86
3ubj,4uo6,1.82
3ubn,4uo6,1.86
3ubq,4uo6,1.8
3uyw,4uo6,1.87
3uyx,4uo6,1.98
3vun,4uo6,0.58
3znk,4uo6,1.62
3znl,4uo6,1.61
3znm,4uo6,1.61
3zp0,4uo6,1.59
3zp1,4uo6,1.6
3zp2,4uo6,1.62
3zp3,4uo6,1.62
3zp6,4uo6,1.6
3zpb,4uo6,1.6
3ztj,4uo6,0.55
4bgw,4uo6,1.6
4bgx,4uo6,1.61
4bgy,4uo6,1.6
4bgz,4uo6,1.6
4bh0,4uo6,1.59
4bh1,4uo6,1.61
4bh2,4uo6,1.81
4bh3,4uo6,1.81
4bh4,4uo6,1.81
4bsa,4uo6,1.53
4bsb,4uo6,1.58
4bsc,4uo6,1.58
4bsd,4uo6,1.55
4bse,4uo6,1.57
4bsf,4uo6,1.55
4bsg,4uo6,1.53
4bsh,4uo6,1.53
4bsi,4uo6,1.59
4cqp,4uo6,1.61
4cqq,4uo6,1.62
4cqr,4uo6,1.61
4cqs,4uo6,1.62
4cqt,4uo6,1.62
4cqu,4uo6,1.61
4cqv,4uo6,1.6
4cqw,4uo6,1.59
4cqx,4uo6,1.6
4cqy,4uo6,1.6
4cqz,4uo6,1.6
4cr0,4uo6,1.64
4cyv,4uo6,1.63
4cyw,4uo6,1.64
4cyz,4uo6,1.62
4cz0,4uo6,1.65
4d00,4uo6,1.63
4dj6,4uo6,1.56
4dj7,4uo6,1.59
4dj8,4uo6,1.55
4eda,4uo6,1.89
4edb,4uo6,1.9
4eef,4uo6,1.79
4f15,4uo6,2.05
4f23,4uo6,1.87
4f3z,4uo6,0.71
4fiu,4uo6,1.86
4fnk,4uo6,0.52
4fp8,4uo6,0.54
4fqi,4uo6,1.62
4fqj,4uo6,2.73
4fqk,4uo6,2.77
4fqm,4uo6,2.77
4fqr,4uo6,0.52
4fqv,4uo6,1.61
4fqy,4uo6,0.52
4gms,4uo6,0.59
4gxu,4uo6,1.7
4gxx,4uo6,1.79
4h32,4uo6,1.97
4hf5,4uo6,2.24
4hfu,4uo6,2.15
4hg4,4uo6,2.23
4hlz,4uo6,2.18
4hmg,4uo6,0.52
4i78,4uo6,2.19
4jtv,4uo6,1.79
4jtx,4uo6,1.8
4ju0,4uo6,1.82
4jug,4uo6,1.7
4juh,4uo6,1.67
4juj,4uo6,1.69
4juk,4uo6,1.6
4jul,4uo6,1.65
4jum,4uo6,1.63
4jun,4uo6,1.64
4k62,4uo6,1.63
4k63,4uo6,1.63
4k64,4uo6,1.61
4k65,4uo6,1.62
4k66,4uo6,1.64
4k67,4uo6,1.63
4kdm,4uo6,1.79
4kdn,4uo6,1.81
4kdo,4uo6,1.79
4kdq,4uo6,1.63
4kon,4uo6,1.58
4kpq,4uo6,1.8
4kps,4uo6,1.8
4kth,4uo6,1.82
4kvn,4uo6,0.78
4kw1,4uo6,1.82
4kwm,4uo6,1.75
4lcx,4uo6,1.68
4lkg,4uo6,1.62
4lkh,4uo6,1.62
4lki,4uo6,1.57
4lkj,4uo6,1.57
4lkk,4uo6,1.55
4ln3,4uo6,1.59
4ln4,4uo6,1.57
4ln6,4uo6,1.6
4ln8,4uo6,1.62
4lvh,4uo6,2.03
