p_id,p_id2,score
4jul,4gms,535.0
4jul,3r2x,1011.0
4jul,4fp8,378.0
4jul,4kdo,1602.0
4jul,3zp3,1622.0
4jul,4kdm,1602.0
4jul,4unx,525.0
4jul,4kth,1617.0
4jul,3al4,990.0
4o5n,4jun,526.0
4o5n,1ken,1367.0
4o5n,4kdn,532.0
4o5n,4gxu,579.0
4o5n,2yp3,1614.0
4o5n,2yp2,1614.0
4o5n,4uny,1310.0
4o5n,4bh1,512.0
4o5n,2yp7,1624.0
4o5n,4n5k,561.0
4o5n,4n5j,561.0
4o5n,4uo0,1291.0
4o5n,4uo1,1291.0
4o5n,2yp9,1624.0
4o5n,4uo3,1295.0
4o5n,4uo4,1291.0
4o5n,4uo5,1291.0
4o5n,4uo6,1291.0
4o5n,4uo7,1291.0
4o5n,4lkg,552.0
4o5n,4n5y,554.0
4o5n,4n5z,548.0
4o5n,4lki,556.0
4o5n,4lkh,552.0
4o5n,4lkk,556.0
4o5n,3htt,538.0
4o5n,1hgf,1367.0
4o5n,1hgg,1367.0
4o5n,1hgd,1368.0
4o5n,1hge,1368.0
4o5n,4fiu,435.0
4o5n,4lcx,552.0
4o5n,3ubn,525.0
4o5n,1hgj,1367.0
4o5n,4bh4,531.0
4o5n,1hgh,1367.0
4o5n,1hgi,1367.0
4o5n,4unz,1310.0
4o5n,3eyk,992.0
4o5n,4kon,561.0
4o5n,3eyj,992.0
4o5n,2yp8,1624.0
4o5n,3ztj,1367.0
4o5n,4kwm,533.0
4o5n,4d00,602.0
4o5n,4k66,526.0
4o5n,3uyw,194.0
4o5n,4kdq,524.0
4o5n,2ibx,537.0
4o5n,3uyx,189.0
4o5n,3ube,525.0
4o5n,2ypg,1367.0
4o5n,3m5j,570.0
4o5n,4m5z,201.0
4o5n,3m5h,570.0
4o5n,3m5g,570.0
4o5n,4uoa,1294.0
4o5n,3ubj,525.0
4o5n,4bsh,575.0
4o5n,3gbm,552.0
4o5n,3gbn,579.0
4o5n,4gms,1415.0
4o5n,3r2x,563.0
4o5n,4fp8,1072.0
4o5n,4kdo,532.0
4o5n,3zp3,532.0
4o5n,4kdm,532.0
4o5n,4unx,1310.0
4o5n,4kth,535.0
4o5n,3al4,516.0
4jun,1ken,530.0
4jun,4kdn,1619.0
4jun,4gxu,1026.0
4jun,2yp3,509.0
4jun,2yp2,509.0
4jun,4uny,534.0
4jun,4bh1,1623.0
4jun,2yp7,507.0
4jun,4n5k,521.0
4jun,4n5j,521.0
4jun,4uo0,543.0
4jun,4uo1,543.0
4jun,2yp9,507.0
4jun,4uo3,543.0
4jun,4uo4,536.0
4jun,4uo5,536.0
4jun,4uo6,536.0
4jun,4uo7,536.0
4jun,4lkg,525.0
4jun,4n5y,1632.0
4jun,4n5z,1626.0
4jun,4lki,519.0
4jun,4lkh,525.0
4jun,4lkk,519.0
4jun,3htt,1018.0
4jun,1hgf,530.0
4jun,1hgg,530.0
4jun,1hgd,530.0
4jun,1hge,530.0
4jun,4fiu,769.0
4jun,4lcx,525.0
4jun,3ubn,972.0
4jun,1hgj,530.0
4jun,4bh4,1624.0
4jun,1hgh,530.0
4jun,1hgi,530.0
4jun,4unz,534.0
4jun,3eyk,543.0
4jun,4kon,512.0
4jun,3eyj,543.0
4jun,2yp8,507.0
4jun,3ztj,530.0
4jun,4kwm,1638.0
4jun,4d00,517.0
4jun,4k66,1636.0
4jun,3uyw,495.0
4jun,4kdq,1634.0
4jun,2ibx,1649.0
4jun,3uyx,490.0
4jun,3ube,972.0
4jun,2ypg,530.0
4jun,3m5j,482.0
4jun,4m5z,493.0
4jun,3m5h,482.0
4jun,3m5g,482.0
4jun,4uoa,539.0
4jun,3ubj,972.0
4jun,4bsh,536.0
4jun,3gbm,1650.0
4jun,3gbn,1026.0
4jun,4gms,544.0
4jun,3r2x,1019.0
4jun,4fp8,393.0
4jun,4kdo,1619.0
4jun,3zp3,1639.0
4jun,4kdm,1619.0
4jun,4unx,534.0
4jun,4kth,1587.0
4jun,3al4,999.0
1ken,4kdn,564.0
1ken,4gxu,595.0
1ken,2yp3,1404.0
1ken,2yp2,1404.0
1ken,4uny,1494.0
1ken,4bh1,529.0
1ken,2yp7,1399.0
1ken,4n5k,597.0
1ken,4n5j,597.0
1ken,4uo0,1478.0
1ken,4uo1,1478.0
1ken,2yp9,1399.0
1ken,4uo3,1482.0
1ken,4uo4,1455.0
1ken,4uo5,1455.0
1ken,4uo6,1455.0
1ken,4uo7,1455.0
1ken,4lkg,581.0
1ken,4n5y,578.0
1ken,4n5z,572.0
1ken,4lki,591.0
1ken,4lkh,581.0
1ken,4lkk,591.0
1ken,3htt,574.0
1ken,1hgf,1690.0
1ken,1hgg,1690.0
1ken,1hgd,1682.0
1ken,1hge,1682.0
1ken,4fiu,420.0
1ken,4lcx,581.0
1ken,3ubn,548.0
1ken,1hgj,1690.0
1ken,4bh4,563.0
1ken,1hgh,1690.0
1ken,1hgi,1690.0
1ken,4unz,1494.0
1ken,3eyk,1003.0
1ken,4kon,597.0
1ken,3eyj,1003.0
1ken,2yp8,1399.0
1ken,3ztj,1690.0
1ken,4kwm,548.0
1ken,4d00,658.0
1ken,4k66,549.0
1ken,3uyw,212.0
1ken,4kdq,549.0
1ken,2ibx,564.0
1ken,3uyx,215.0
1ken,3ube,548.0
1ken,2ypg,1690.0
1ken,3m5j,595.0
1ken,4m5z,213.0
1ken,3m5h,595.0
1ken,3m5g,595.0
1ken,4uoa,1458.0
1ken,3ubj,548.0
1ken,4bsh,605.0
1ken,3gbm,571.0
1ken,3gbn,595.0
1ken,4gms,1583.0
1ken,3r2x,587.0
1ken,4fp8,1374.0
1ken,4kdo,564.0
1ken,3zp3,559.0
1ken,4kdm,564.0
1ken,4unx,1494.0
1ken,4kth,545.0
1ken,3al4,539.0
4kdn,4gxu,1028.0
4kdn,2yp3,535.0
4kdn,2yp2,535.0
4kdn,4uny,542.0
4kdn,4bh1,1625.0
4kdn,2yp7,533.0
4kdn,4n5k,540.0
4kdn,4n5j,540.0
4kdn,4uo0,551.0
4kdn,4uo1,551.0
4kdn,2yp9,533.0
4kdn,4uo3,551.0
4kdn,4uo4,552.0
4kdn,4uo5,552.0
4kdn,4uo6,552.0
4kdn,4uo7,552.0
4kdn,4lkg,531.0
4kdn,4n5y,1714.0
4kdn,4n5z,1719.0
4kdn,4lki,515.0
4kdn,4lkh,531.0
4kdn,4lkk,515.0
4kdn,3htt,1039.0
4kdn,1hgf,564.0
4kdn,1hgg,564.0
4kdn,1hgd,564.0
4kdn,1hge,564.0
4kdn,4fiu,780.0
4kdn,4lcx,531.0
4kdn,3ubn,987.0
4kdn,1hgj,564.0
4kdn,4bh4,1718.0
4kdn,1hgh,564.0
4kdn,1hgi,564.0
4kdn,4unz,542.0
4kdn,3eyk,565.0
4kdn,4kon,521.0
4kdn,3eyj,565.0
4kdn,2yp8,533.0
4kdn,3ztj,564.0
4kdn,4kwm,1625.0
4kdn,4d00,526.0
4kdn,4k66,1611.0
4kdn,3uyw,476.0
4kdn,4kdq,1625.0
4kdn,2ibx,1703.0
4kdn,3uyx,479.0
4kdn,3ube,987.0
4kdn,2ypg,564.0
4kdn,3m5j,482.0
4kdn,4m5z,480.0
4kdn,3m5h,482.0
4kdn,3m5g,482.0
4kdn,4uoa,555.0
4kdn,3ubj,987.0
4kdn,4bsh,541.0
4kdn,3gbm,1698.0
4kdn,3gbn,1028.0
4kdn,4gms,571.0
4kdn,3r2x,1039.0
4kdn,4fp8,412.0
4kdn,4kdo,1730.0
4kdn,3zp3,1705.0
4kdn,4kdm,1730.0
4kdn,4unx,542.0
4kdn,4kth,1612.0
4kdn,3al4,986.0
4gxu,2yp3,585.0
4gxu,2yp2,585.0
4gxu,4uny,583.0
4gxu,4bh1,1007.0
4gxu,2yp7,574.0
4gxu,4n5k,537.0
4gxu,4n5j,537.0
4gxu,4uo0,598.0
4gxu,4uo1,598.0
4gxu,2yp9,574.0
4gxu,4uo3,599.0
4gxu,4uo4,616.0
4gxu,4uo5,616.0
4gxu,4uo6,616.0
4gxu,4uo7,616.0
4gxu,4lkg,538.0
4gxu,4n5y,1051.0
4gxu,4n5z,1045.0
4gxu,4lki,537.0
4gxu,4lkh,538.0
4gxu,4lkk,537.0
4gxu,3htt,1616.0
4gxu,1hgf,595.0
4gxu,1hgg,595.0
4gxu,1hgd,595.0
4gxu,1hge,595.0
4gxu,4fiu,769.0
4gxu,4lcx,538.0
4gxu,3ubn,1470.0
4gxu,1hgj,595.0
4gxu,4bh4,1027.0
4gxu,1hgh,595.0
4gxu,1hgi,595.0
4gxu,4unz,583.0
4gxu,3eyk,558.0
4gxu,4kon,530.0
4gxu,3eyj,558.0
4gxu,2yp8,574.0
4gxu,3ztj,595.0
4gxu,4kwm,1049.0
4gxu,4d00,609.0
4gxu,4k66,1016.0
4gxu,3uyw,837.0
4gxu,4kdq,1016.0
4gxu,2ibx,1041.0
4gxu,3uyx,827.0
4gxu,3ube,1470.0
4gxu,2ypg,595.0
4gxu,3m5j,540.0
4gxu,4m5z,850.0
4gxu,3m5h,540.0
4gxu,3m5g,540.0
4gxu,4uoa,618.0
4gxu,3ubj,1470.0
4gxu,4bsh,555.0
4gxu,3gbm,1057.0
4gxu,3gbn,1742.0
4gxu,4gms,585.0
4gxu,3r2x,1725.0
4gxu,4fp8,427.0
4gxu,4kdo,1028.0
4gxu,3zp3,1036.0
4gxu,4kdm,1028.0
4gxu,4unx,583.0
4gxu,4kth,1040.0
4gxu,3al4,1469.0
2yp3,2yp2,1686.0
2yp3,4uny,1325.0
2yp3,4bh1,506.0
2yp3,2yp7,1672.0
2yp3,4n5k,554.0
2yp3,4n5j,554.0
2yp3,4uo0,1313.0
2yp3,4uo1,1313.0
2yp3,2yp9,1672.0
2yp3,4uo3,1317.0
2yp3,4uo4,1313.0
2yp3,4uo5,1313.0
2yp3,4uo6,1313.0
2yp3,4uo7,1313.0
2yp3,4lkg,545.0
2yp3,4n5y,549.0
2yp3,4n5z,543.0
2yp3,4lki,549.0
2yp3,4lkh,545.0
2yp3,4lkk,549.0
2yp3,3htt,539.0
2yp3,1hgf,1404.0
2yp3,1hgg,1404.0
2yp3,1hgd,1405.0
2yp3,1hge,1405.0
2yp3,4fiu,450.0
2yp3,4lcx,545.0
2yp3,3ubn,537.0
2yp3,1hgj,1404.0
2yp3,4bh4,534.0
2yp3,1hgh,1404.0
2yp3,1hgi,1404.0
2yp3,4unz,1325.0
2yp3,3eyk,990.0
2yp3,4kon,554.0
2yp3,3eyj,990.0
2yp3,2yp8,1672.0
2yp3,3ztj,1404.0
2yp3,4kwm,524.0
2yp3,4d00,601.0
2yp3,4k66,525.0
2yp3,3uyw,208.0
2yp3,4kdq,523.0
2yp3,2ibx,536.0
2yp3,3uyx,197.0
2yp3,3ube,537.0
2yp3,2ypg,1404.0
2yp3,3m5j,553.0
2yp3,4m5z,209.0
2yp3,3m5h,553.0
2yp3,3m5g,553.0
2yp3,4uoa,1316.0
2yp3,3ubj,537.0
2yp3,4bsh,571.0
2yp3,3gbm,543.0
2yp3,3gbn,585.0
2yp3,4gms,1431.0
2yp3,3r2x,577.0
2yp3,4fp8,1097.0
2yp3,4kdo,535.0
2yp3,3zp3,531.0
2yp3,4kdm,535.0
2yp3,4unx,1325.0
2yp3,4kth,527.0
2yp3,3al4,528.0
2yp2,4uny,1325.0
2yp2,4bh1,506.0
2yp2,2yp7,1672.0
2yp2,4n5k,554.0
2yp2,4n5j,554.0
2yp2,4uo0,1313.0
2yp2,4uo1,1313.0
2yp2,2yp9,1672.0
2yp2,4uo3,1317.0
2yp2,4uo4,1313.0
2yp2,4uo5,1313.0
2yp2,4uo6,1313.0
2yp2,4uo7,1313.0
2yp2,4lkg,545.0
2yp2,4n5y,549.0
2yp2,4n5z,543.0
2yp2,4lki,549.0
2yp2,4lkh,545.0
2yp2,4lkk,549.0
2yp2,3htt,539.0
2yp2,1hgf,1404.0
2yp2,1hgg,1404.0
2yp2,1hgd,1405.0
2yp2,1hge,1405.0
2yp2,4fiu,450.0
2yp2,4lcx,545.0
2yp2,3ubn,537.0
2yp2,1hgj,1404.0
2yp2,4bh4,534.0
2yp2,1hgh,1404.0
2yp2,1hgi,1404.0
2yp2,4unz,1325.0
2yp2,3eyk,990.0
2yp2,4kon,554.0
2yp2,3eyj,990.0
2yp2,2yp8,1672.0
2yp2,3ztj,1404.0
2yp2,4kwm,524.0
2yp2,4d00,601.0
2yp2,4k66,525.0
2yp2,3uyw,208.0
2yp2,4kdq,523.0
2yp2,2ibx,536.0
2yp2,3uyx,197.0
2yp2,3ube,537.0
2yp2,2ypg,1404.0
2yp2,3m5j,553.0
2yp2,4m5z,209.0
2yp2,3m5h,553.0
2yp2,3m5g,553.0
2yp2,4uoa,1316.0
2yp2,3ubj,537.0
2yp2,4bsh,571.0
2yp2,3gbm,543.0
2yp2,3gbn,585.0
2yp2,4gms,1431.0
2yp2,3r2x,577.0
2yp2,4fp8,1097.0
2yp2,4kdo,535.0
2yp2,3zp3,531.0
2yp2,4kdm,535.0
2yp2,4unx,1325.0
2yp2,4kth,527.0
2yp2,3al4,528.0
4uny,4bh1,530.0
4uny,2yp7,1323.0
4uny,4n5k,620.0
4uny,4n5j,620.0
4uny,4uo0,1612.0
4uny,4uo1,1612.0
4uny,2yp9,1323.0
4uny,4uo3,1616.0
4uny,4uo4,1577.0
4uny,4uo5,1577.0
4uny,4uo6,1577.0
4uny,4uo7,1577.0
4uny,4lkg,617.0
4uny,4n5y,556.0
4uny,4n5z,550.0
4uny,4lki,627.0
4uny,4lkh,617.0
4uny,4lkk,627.0
4uny,3htt,575.0
4uny,1hgf,1494.0
4uny,1hgg,1494.0
4uny,1hgd,1486.0
4uny,1hge,1486.0
4uny,4fiu,425.0
4uny,4lcx,617.0
4uny,3ubn,556.0
4uny,1hgj,1494.0
4uny,4bh4,541.0
4uny,1hgh,1494.0
4uny,1hgi,1494.0
4uny,4unz,1684.0
4uny,3eyk,991.0
4uny,4kon,620.0
4uny,3eyj,991.0
4uny,2yp8,1323.0
4uny,3ztj,1494.0
4uny,4kwm,553.0
4uny,4d00,655.0
4uny,4k66,525.0
4uny,3uyw,233.0
4uny,4kdq,546.0
4uny,2ibx,556.0
4uny,3uyx,236.0
4uny,3ube,556.0
4uny,2ypg,1494.0
4uny,3m5j,606.0
4uny,4m5z,236.0
4uny,3m5h,606.0
4uny,3m5g,606.0
4uny,4uoa,1580.0
4uny,3ubj,556.0
4uny,4bsh,630.0
4uny,3gbm,562.0
4uny,3gbn,583.0
4uny,4gms,1443.0
4uny,3r2x,575.0
4uny,4fp8,1189.0
4uny,4kdo,542.0
4uny,3zp3,550.0
4uny,4kdm,542.0
4uny,4unx,1684.0
4uny,4kth,558.0
4uny,3al4,547.0
4bh1,2yp7,505.0
4bh1,4n5k,541.0
4bh1,4n5j,541.0
4bh1,4uo0,536.0
4bh1,4uo1,536.0
4bh1,2yp9,505.0
4bh1,4uo3,536.0
4bh1,4uo4,529.0
4bh1,4uo5,529.0
4bh1,4uo6,529.0
4bh1,4uo7,529.0
4bh1,4lkg,545.0
4bh1,4n5y,1620.0
4bh1,4n5z,1614.0
4bh1,4lki,529.0
4bh1,4lkh,545.0
4bh1,4lkk,529.0
4bh1,3htt,1023.0
4bh1,1hgf,529.0
4bh1,1hgg,529.0
4bh1,1hgd,526.0
4bh1,1hge,526.0
4bh1,4fiu,769.0
4bh1,4lcx,545.0
4bh1,3ubn,965.0
4bh1,1hgj,529.0
4bh1,4bh4,1613.0
4bh1,1hgh,529.0
4bh1,1hgi,529.0
4bh1,4unz,530.0
4bh1,3eyk,552.0
4bh1,4kon,522.0
4bh1,3eyj,552.0
4bh1,2yp8,505.0
4bh1,3ztj,529.0
4bh1,4kwm,1627.0
4bh1,4d00,534.0
4bh1,4k66,1610.0
4bh1,3uyw,472.0
4bh1,4kdq,1678.0
4bh1,2ibx,1645.0
4bh1,3uyx,479.0
4bh1,3ube,965.0
4bh1,2ypg,529.0
4bh1,3m5j,484.0
4bh1,4m5z,487.0
4bh1,3m5h,484.0
4bh1,3m5g,484.0
4bh1,4uoa,532.0
4bh1,3ubj,965.0
4bh1,4bsh,556.0
4bh1,3gbm,1628.0
4bh1,3gbn,1007.0
4bh1,4gms,536.0
4bh1,3r2x,1018.0
4bh1,4fp8,394.0
4bh1,4kdo,1625.0
4bh1,3zp3,1635.0
4bh1,4kdm,1625.0
4bh1,4unx,530.0
4bh1,4kth,1618.0
4bh1,3al4,983.0
2yp7,4n5k,549.0
2yp7,4n5j,549.0
2yp7,4uo0,1311.0
2yp7,4uo1,1311.0
2yp7,2yp9,1688.0
2yp7,4uo3,1315.0
2yp7,4uo4,1311.0
2yp7,4uo5,1311.0
2yp7,4uo6,1311.0
2yp7,4uo7,1311.0
2yp7,4lkg,540.0
2yp7,4n5y,547.0
2yp7,4n5z,541.0
2yp7,4lki,544.0
2yp7,4lkh,540.0
2yp7,4lkk,544.0
2yp7,3htt,537.0
2yp7,1hgf,1399.0
2yp7,1hgg,1399.0
2yp7,1hgd,1400.0
2yp7,1hge,1400.0
2yp7,4fiu,442.0
2yp7,4lcx,540.0
2yp7,3ubn,526.0
2yp7,1hgj,1399.0
2yp7,4bh4,532.0
2yp7,1hgh,1399.0
2yp7,1hgi,1399.0
2yp7,4unz,1323.0
2yp7,3eyk,992.0
2yp7,4kon,549.0
2yp7,3eyj,992.0
2yp7,2yp8,1688.0
2yp7,3ztj,1399.0
2yp7,4kwm,522.0
2yp7,4d00,599.0
2yp7,4k66,524.0
2yp7,3uyw,197.0
2yp7,4kdq,522.0
2yp7,2ibx,534.0
2yp7,3uyx,192.0
2yp7,3ube,526.0
2yp7,2ypg,1399.0
2yp7,3m5j,550.0
2yp7,4m5z,198.0
2yp7,3m5h,550.0
2yp7,3m5g,550.0
2yp7,4uoa,1314.0
2yp7,3ubj,526.0
2yp7,4bsh,566.0
2yp7,3gbm,541.0
2yp7,3gbn,574.0
2yp7,4gms,1428.0
2yp7,3r2x,566.0
2yp7,4fp8,1092.0
2yp7,4kdo,533.0
2yp7,3zp3,529.0
2yp7,4kdm,533.0
2yp7,4unx,1323.0
2yp7,4kth,526.0
2yp7,3al4,517.0
4n5k,4n5j,1660.0
4n5k,4uo0,613.0
4n5k,4uo1,613.0
4n5k,2yp9,549.0
4n5k,4uo3,617.0
4n5k,4uo4,625.0
4n5k,4uo5,625.0
4n5k,4uo6,625.0
4n5k,4uo7,625.0
4n5k,4lkg,1622.0
4n5k,4n5y,535.0
4n5k,4n5z,529.0
4n5k,4lki,1631.0
4n5k,4lkh,1622.0
4n5k,4lkk,1631.0
4n5k,3htt,542.0
4n5k,1hgf,597.0
4n5k,1hgg,597.0
4n5k,1hgd,596.0
4n5k,1hge,596.0
4n5k,4fiu,402.0
4n5k,4lcx,1622.0
4n5k,3ubn,492.0
4n5k,1hgj,597.0
4n5k,4bh4,528.0
4n5k,1hgh,597.0
4n5k,1hgi,597.0
4n5k,4unz,620.0
4n5k,3eyk,597.0
4n5k,4kon,1637.0
4n5k,3eyj,597.0
4n5k,2yp8,549.0
4n5k,3ztj,597.0
4n5k,4kwm,561.0
4n5k,4d00,909.0
4n5k,4k66,534.0
4n5k,3uyw,202.0
4n5k,4kdq,529.0
4n5k,2ibx,557.0
4n5k,3uyx,201.0
4n5k,3ube,492.0
4n5k,2ypg,597.0
4n5k,3m5j,1357.0
4n5k,4m5z,201.0
4n5k,3m5h,1357.0
4n5k,3m5g,1357.0
4n5k,4uoa,625.0
4n5k,3ubj,492.0
4n5k,4bsh,1614.0
4n5k,3gbm,540.0
4n5k,3gbn,537.0
4n5k,4gms,583.0
4n5k,3r2x,548.0
4n5k,4fp8,382.0
4n5k,4kdo,540.0
4n5k,3zp3,547.0
4n5k,4kdm,540.0
4n5k,4unx,620.0
4n5k,4kth,543.0
4n5k,3al4,491.0
4n5j,4uo0,613.0
4n5j,4uo1,613.0
4n5j,2yp9,549.0
4n5j,4uo3,617.0
4n5j,4uo4,625.0
4n5j,4uo5,625.0
4n5j,4uo6,625.0
4n5j,4uo7,625.0
4n5j,4lkg,1622.0
4n5j,4n5y,535.0
4n5j,4n5z,529.0
4n5j,4lki,1631.0
4n5j,4lkh,1622.0
4n5j,4lkk,1631.0
4n5j,3htt,542.0
4n5j,1hgf,597.0
4n5j,1hgg,597.0
4n5j,1hgd,596.0
4n5j,1hge,596.0
4n5j,4fiu,402.0
4n5j,4lcx,1622.0
4n5j,3ubn,492.0
4n5j,1hgj,597.0
4n5j,4bh4,528.0
4n5j,1hgh,597.0
4n5j,1hgi,597.0
4n5j,4unz,620.0
4n5j,3eyk,597.0
4n5j,4kon,1637.0
4n5j,3eyj,597.0
4n5j,2yp8,549.0
4n5j,3ztj,597.0
4n5j,4kwm,561.0
4n5j,4d00,909.0
4n5j,4k66,534.0
4n5j,3uyw,202.0
4n5j,4kdq,529.0
4n5j,2ibx,557.0
4n5j,3uyx,201.0
4n5j,3ube,492.0
4n5j,2ypg,597.0
4n5j,3m5j,1357.0
4n5j,4m5z,201.0
4n5j,3m5h,1357.0
4n5j,3m5g,1357.0
4n5j,4uoa,625.0
4n5j,3ubj,492.0
4n5j,4bsh,1614.0
4n5j,3gbm,540.0
4n5j,3gbn,537.0
4n5j,4gms,583.0
4n5j,3r2x,548.0
4n5j,4fp8,382.0
4n5j,4kdo,540.0
4n5j,3zp3,547.0
4n5j,4kdm,540.0
4n5j,4unx,620.0
4n5j,4kth,543.0
4n5j,3al4,491.0
4uo0,4uo1,1680.0
4uo0,2yp9,1311.0
4uo0,4uo3,1677.0
4uo0,4uo4,1630.0
4uo0,4uo5,1630.0
4uo0,4uo6,1630.0
4uo0,4uo7,1630.0
4uo0,4lkg,610.0
4uo0,4n5y,565.0
4uo0,4n5z,559.0
4uo0,4lki,620.0
4uo0,4lkh,610.0
4uo0,4lkk,620.0
4uo0,3htt,587.0
4uo0,1hgf,1478.0
4uo0,1hgg,1478.0
4uo0,1hgd,1485.0
4uo0,1hge,1485.0
4uo0,4fiu,425.0
4uo0,4lcx,610.0
4uo0,3ubn,562.0
4uo0,1hgj,1478.0
4uo0,4bh4,550.0
4uo0,1hgh,1478.0
4uo0,1hgi,1478.0
4uo0,4unz,1612.0
4uo0,3eyk,986.0
4uo0,4kon,613.0
4uo0,3eyj,986.0
4uo0,2yp8,1311.0
4uo0,3ztj,1478.0
4uo0,4kwm,564.0
4uo0,4d00,669.0
4uo0,4k66,534.0
4uo0,3uyw,234.0
4uo0,4kdq,555.0
4uo0,2ibx,565.0
4uo0,3uyx,237.0
4uo0,3ube,562.0
4uo0,2ypg,1478.0
4uo0,3m5j,601.0
4uo0,4m5z,237.0
4uo0,3m5h,601.0
4uo0,3m5g,601.0
4uo0,4uoa,1633.0
4uo0,3ubj,562.0
4uo0,4bsh,624.0
4uo0,3gbm,571.0
4uo0,3gbn,598.0
4uo0,4gms,1412.0
4uo0,3r2x,590.0
4uo0,4fp8,1177.0
4uo0,4kdo,551.0
4uo0,3zp3,559.0
4uo0,4kdm,551.0
4uo0,4unx,1612.0
4uo0,4kth,569.0
4uo0,3al4,553.0
4uo1,2yp9,1311.0
4uo1,4uo3,1677.0
4uo1,4uo4,1630.0
4uo1,4uo5,1630.0
4uo1,4uo6,1630.0
4uo1,4uo7,1630.0
4uo1,4lkg,610.0
4uo1,4n5y,565.0
4uo1,4n5z,559.0
4uo1,4lki,620.0
4uo1,4lkh,610.0
4uo1,4lkk,620.0
4uo1,3htt,587.0
4uo1,1hgf,1478.0
4uo1,1hgg,1478.0
4uo1,1hgd,1485.0
4uo1,1hge,1485.0
4uo1,4fiu,425.0
4uo1,4lcx,610.0
4uo1,3ubn,562.0
4uo1,1hgj,1478.0
4uo1,4bh4,550.0
4uo1,1hgh,1478.0
4uo1,1hgi,1478.0
4uo1,4unz,1612.0
4uo1,3eyk,986.0
4uo1,4kon,613.0
4uo1,3eyj,986.0
4uo1,2yp8,1311.0
4uo1,3ztj,1478.0
4uo1,4kwm,564.0
4uo1,4d00,669.0
4uo1,4k66,534.0
4uo1,3uyw,234.0
4uo1,4kdq,555.0
4uo1,2ibx,565.0
4uo1,3uyx,237.0
4uo1,3ube,562.0
4uo1,2ypg,1478.0
4uo1,3m5j,601.0
4uo1,4m5z,237.0
4uo1,3m5h,601.0
4uo1,3m5g,601.0
4uo1,4uoa,1633.0
4uo1,3ubj,562.0
4uo1,4bsh,624.0
4uo1,3gbm,571.0
4uo1,3gbn,598.0
4uo1,4gms,1412.0
4uo1,3r2x,590.0
4uo1,4fp8,1177.0
4uo1,4kdo,551.0
4uo1,3zp3,559.0
4uo1,4kdm,551.0
4uo1,4unx,1612.0
4uo1,4kth,569.0
4uo1,3al4,553.0
2yp9,4uo3,1315.0
2yp9,4uo4,1311.0
2yp9,4uo5,1311.0
2yp9,4uo6,1311.0
2yp9,4uo7,1311.0
2yp9,4lkg,540.0
2yp9,4n5y,547.0
2yp9,4n5z,541.0
2yp9,4lki,544.0
2yp9,4lkh,540.0
2yp9,4lkk,544.0
2yp9,3htt,537.0
2yp9,1hgf,1399.0
2yp9,1hgg,1399.0
2yp9,1hgd,1400.0
2yp9,1hge,1400.0
2yp9,4fiu,442.0
2yp9,4lcx,540.0
2yp9,3ubn,526.0
2yp9,1hgj,1399.0
2yp9,4bh4,532.0
2yp9,1hgh,1399.0
2yp9,1hgi,1399.0
2yp9,4unz,1323.0
2yp9,3eyk,992.0
2yp9,4kon,549.0
2yp9,3eyj,992.0
2yp9,2yp8,1688.0
2yp9,3ztj,1399.0
2yp9,4kwm,522.0
2yp9,4d00,599.0
2yp9,4k66,524.0
2yp9,3uyw,197.0
2yp9,4kdq,522.0
2yp9,2ibx,534.0
2yp9,3uyx,192.0
2yp9,3ube,526.0
2yp9,2ypg,1399.0
2yp9,3m5j,550.0
2yp9,4m5z,198.0
2yp9,3m5h,550.0
2yp9,3m5g,550.0
2yp9,4uoa,1314.0
2yp9,3ubj,526.0
2yp9,4bsh,566.0
2yp9,3gbm,541.0
2yp9,3gbn,574.0
2yp9,4gms,1428.0
2yp9,3r2x,566.0
2yp9,4fp8,1092.0
2yp9,4kdo,533.0
2yp9,3zp3,529.0
2yp9,4kdm,533.0
2yp9,4unx,1323.0
2yp9,4kth,526.0
2yp9,3al4,517.0
4uo3,4uo4,1627.0
4uo3,4uo5,1627.0
4uo3,4uo6,1627.0
4uo3,4uo7,1627.0
4uo3,4lkg,614.0
4uo3,4n5y,565.0
4uo3,4n5z,559.0
4uo3,4lki,624.0
4uo3,4lkh,614.0
4uo3,4lkk,624.0
4uo3,3htt,588.0
4uo3,1hgf,1482.0
4uo3,1hgg,1482.0
4uo3,1hgd,1489.0
4uo3,1hge,1489.0
4uo3,4fiu,429.0
4uo3,4lcx,614.0
4uo3,3ubn,563.0
4uo3,1hgj,1482.0
4uo3,4bh4,550.0
4uo3,1hgh,1482.0
4uo3,1hgi,1482.0
4uo3,4unz,1616.0
4uo3,3eyk,990.0
4uo3,4kon,617.0
4uo3,3eyj,990.0
4uo3,2yp8,1315.0
4uo3,3ztj,1482.0
4uo3,4kwm,564.0
4uo3,4d00,673.0
4uo3,4k66,534.0
4uo3,3uyw,234.0
4uo3,4kdq,555.0
4uo3,2ibx,565.0
4uo3,3uyx,237.0
4uo3,3ube,563.0
4uo3,2ypg,1482.0
4uo3,3m5j,605.0
4uo3,4m5z,237.0
4uo3,3m5h,605.0
4uo3,3m5g,605.0
4uo3,4uoa,1630.0
4uo3,3ubj,563.0
4uo3,4bsh,628.0
4uo3,3gbm,571.0
4uo3,3gbn,599.0
4uo3,4gms,1416.0
4uo3,3r2x,591.0
4uo3,4fp8,1177.0
4uo3,4kdo,551.0
